SessionID,AdClicks,InfoSectionCount,InfoSectionTime,HelpPageVisits,HelpPageTime,ItemBrowseCount,ItemBrowseTime,ExitRateFirstPage,SessionExitRatio,PageEngagementScore,HolidayProximityIndex,VisitMonth,UserPlatformID,WebClientCode,MarketZone,TrafficSourceCode,UserCategory,IsWeekendVisit,MonetaryConversion
aze7v8mKq1Md3qJm,4,0,0,0,0,6,241,0,0.033333333,0,0,May,,Opera,Europe,3,Returning,FALSE,No
hVl4k8LsnwGahIoC,2,2,101.5,0,0,16,692.6666667,0,0.0125,146.23875,0,May,Android,Chrome,Africa,2,New,FALSE,Yes
ggKBTx74sO6eHAXF,4,19,704.8699248,2,269.5,187,9487.639162,3.35E-05,0.014896228,2.873954681,0,May,Android,Chrome,North America,2,Returning,FALSE,No
WrtU4mDPaWwVXtwn,1,0,0,0,0,15,455.5,0,0.014285714,0,0,May,Android,Opera,Asia-Pacific,2,New,FALSE,No
GJPXAq6XXk0QV27j,2,0,0,0,0,2,49,0,0.1,0,0,May,Android,Edge,Africa,1,Returning,FALSE,No
GLKtQiYgshBAwB9q,1,0,0,0,0,4,259,0.1,,0,0.6,May,Android,Edge,Asia-Pacific,1,Returning,FALSE,No
PJhyg7MMImjHPtUb,4,0,0,0,0,20,2065.15,0.005,0.034444444,0,0.8,May,Windows,Safari,North America,,Returning,FALSE,No
BJuxZZMTBZnXiv2V,3,0,0,0,0,34,4190.75,0.021764706,0.074369748,0,0,May,Android,Chrome,Central America,6,Returning,FALSE,No
O6CCMljJ3UhqSZ41,3,0,0,0,0,3,65,0.1,0.111111111,0,0,May,iOS,Chrome,North America,3,Returning,FALSE,No
cxw2l5HtP4L1flaX,0,2,27,2,6,6,129.2,0.02962963,0.077777778,0,0,May,Android,Chrome,South America,,Returning,FALSE,No
EsyVhfN6HBfYuKwI,1,0,0,0,0,37,607.4666667,0,0.002777778,39.97777778,0,May,Windows,Safari,North America,2,Returning,TRUE,Yes
HPmqMEejRyXS1YIB,0,24,196.1385918,1,28,113,8699.407065,0.019308469,0.047477294,2.613452922,0,May,Android,Chrome,Middle East,11,Returning,TRUE,No
ECW9SyELVM6yoGru,2,0,0,0,0,24,2022.25,0.008333333,0.048611111,0,0,May,Android,Chrome,Asia-Pacific,13,Returning,FALSE,No
M36B2U7A7XLeff5Y,2,0,0,0,0,21,761.25,0,0.014035088,0,0,May,iOS,Chrome,Asia-Pacific,1,Returning,FALSE,No
HxNxAGpFK7JYMicw,3,7,114.25,1,17.33333333,25,874.5833333,0,0.012345679,54.33103704,0,May,,Firefox,Europe,4,Returning,TRUE,Yes
955yVQW2LW602LaZ,1,0,0,0,0,21,1483,0.007894737,0.021754386,0,1,May,Windows,Safari,Asia-Pacific,7,Returning,TRUE,No
Q7jpaZKTA8ixDb0J,2,2,100,0,0,,,0,0.008695652,101.3721739,0,May,Windows,Safari,North America,4,Returning,TRUE,Yes
YdIvpJmGKZI8hsIf,2,0,0,0,0,18,356,0.011111111,0.038888889,0,0.2,May,iOS,Chrome,Asia-Pacific,13,Returning,FALSE,No
TbjVh8VzrfltM3Mw,2,12,432.5833333,3,112,42,2132.683333,0.021288515,0.041498896,0,0.6,May,Windows,Safari,Asia-Pacific,2,Returning,FALSE,No
Gyd8sqUcm3LU3wrN,4,0,0,0,0,22,431.0833333,0.018181818,0.022727273,0,0.6,May,iOS,Chrome,Oceania,,Returning,FALSE,No
cRtG75ThjK7fe5TS,4,9,118,2,10,16,401.95,0.004761905,0.013015873,0,0,May,Windows,Safari,North America,3,Returning,FALSE,No
jsKUt3VN0dhdK3sz,1,0,0,0,0,28,2524,0.008928571,0.051785714,0,0,May,Android,Chrome,North America,3,Returning,TRUE,No
W07RZiya9ICBJ4mQ,1,0,0,0,0,11,151.5,0.016666667,0.066666667,0,0,May,Android,Chrome,Europe,6,Returning,TRUE,No
Vy7vX7UCkTVghZ61,3,0,0,0,0,4,117.5,0.05,0.05,0,0.6,May,Android,Chrome,Asia-Pacific,4,Returning,FALSE,No
Mf5tGlFmNqEyMTwN,0,0,0,0,0,31,822.65,0.020689655,0.020804598,0,1,May,Windows,Safari,,4,Returning,TRUE,No
B2cm7a53BDfXxqR6,2,0,0,0,0,5,102,0,0.01,0,0,May,Android,Chrome,Other,4,Returning,FALSE,No
nwXE30CknHmyQzBa,1,5,99.66666667,0,0,14,1714.166667,0,,33.196,0,May,Android,,North America,2,Returning,FALSE,No
nYbWBSs6rZScxwZP,2,0,0,0,0,1,0,0.2,0.2,0,,May,Android,Chrome,Asia-Pacific,3,Returning,FALSE,No
JXNxKBgTyxpqKhG0,3,8,364.5,0,0,26,783.5,0.007692308,0.013461538,0,0,May,Windows,Chrome,South America,15,Returning,TRUE,No
bPWf4rHyMAGL8v2W,2,12,345.8333333,0,0,,,0,0.00327381,0,0,May,Windows,Chrome,Europe,2,Returning,TRUE,No
DGeevD3Iyb2wFvs7,4,1,11.42857143,2,146,20,1329.261905,0.010434783,0.01955353,20.79115942,0,May,Android,Chrome,South America,4,Returning,FALSE,No
GDbeGUTylGpSp95G,,0,0,0,0,1,0,0.2,0.2,0,0,May,Android,Chrome,Oceania,4,Returning,FALSE,No
GO79NDjDFNjjqRT7,4,1,19,0,0,8,87,0,0.014285714,0,0.6,May,Android,Chrome,North America,3,New,FALSE,No
847wGPcnv5akLvtY,4,0,0,0,0,1,0,0.2,0.2,0,0,May,Windows,Safari,North America,3,Returning,FALSE,No
GoW4zwncy2Tc0Nof,0,,,0,0,43,813.8,0.023255814,0.03255814,0,0.6,May,Android,Firefox,North America,2,Returning,FALSE,No
5o4ZS1O8YOvxjqay,2,4,248.6666667,3,382.3333333,30,1039.477564,0.004285714,0.007428571,9.511714286,0,May,iOS,Chrome,,11,Returning,FALSE,Yes
3GE7LMvJxKnkMB1H,,0,0,0,0,9,531,0,0.011111111,0,0.8,May,MacOS,,North America,2,Returning,FALSE,No
dGvQifrKQSXc9wvg,0,5,168,0,0,31,1239.083333,0.006666667,,0,0,May,iOS,Chrome,Middle East,13,Returning,FALSE,No
ZDtjgc3GzOlcvzID,1,5,106.3214286,4,189,37,1306.028022,0.004263566,0.010939177,33.3335814,0,May,Android,Edge,North America,3,Returning,FALSE,No
s5Yl70Ddvpe7EBxD,,2,48,0,0,24,543.75,0.016,0.0408,,0.8,May,Android,Chrome,Asia-Pacific,2,Returning,FALSE,No
wa6KPQw6I8xhHPo8,0,0,0,0,0,9,315.6,0.022222222,0.037037037,0,0,May,Android,Chrome,Europe,7,Returning,FALSE,No
sa8nZXAgdkhHUK0c,1,0,0,0,0,8,258.8333333,0.0375,0.03125,0,0,May,iOS,Chrome,Middle East,4,Returning,TRUE,No
kJfsGzQoMYDA6mmN,,0,0,0,0,27,420,0,0.007692308,0,0,May,Android,Chrome,Other,,Returning,TRUE,No
OYSbeoXGuXFcaasB,2,10,262,0,0,22,623.4166667,0.018518519,0.04526749,0,,May,iOS,Chrome,,2,Returning,FALSE,No
1r2A52tQAvQ1MPTm,1,4,122,3,124,12,1040.333333,0,0.010526316,0,0,May,Android,Chrome,Africa,2,Returning,FALSE,No
TZih0mDfP0HQikS3,2,1,11,3,27.5,154,3395.729484,0.007660455,0.012253894,19.13415285,0.8,May,iOS,Chrome,South America,13,Returning,FALSE,No
a9VyuJoovy1Jachs,1,3,90,0,0,4,126,0,0.014285714,0,0,May,Android,Chrome,Middle East,5,New,FALSE,No
eBjadbTIAdyod2rd,1,0,0,0,0,2,21,0,0.1,0,0,May,iOS,Chrome,North America,,New,FALSE,No
lLBO3mMgInPTFIMl,,3,166,1,140,35,701.5,0.029411765,0.05,0,0,May,Android,Firefox,Middle East,1,Returning,TRUE,No
GUzsWAQp4PebgG75,0,14,230.1069444,0,0,52,2059.109203,0.003747073,0.008451124,7.610431148,0,May,Android,Chrome,North America,13,Returning,FALSE,No
6lIH0Ch24Q6hVXRH,3,0,0,0,0,3,11,0.033333333,0.166666667,0,0.6,May,Android,Edge,North America,6,Returning,FALSE,No
nE6KcEzgXrgzZs7l,1,2,95,0,0,10,203.4166667,0,0.016666667,0,0,May,Android,Chrome,Asia-Pacific,2,Returning,TRUE,No
u6iqZNbuiXUanhQf,3,0,0,0,0,4,60,0.05,0.075,0,1,May,Windows,Safari,North America,17,Returning,TRUE,No
gph3cVTohaxR1Vph,4,0,0,0,0,7,65,0.114285714,0.15,0,,May,iOS,Chrome,North America,1,Returning,FALSE,No
CznTTX3MhpaYmUNJ,4,0,0,0,0,,,0.00952381,0.041269841,0,0.8,May,Android,Opera,Oceania,4,Returning,FALSE,No
En1yD6PNqbSgvZ4i,1,2,30,0,0,24,300.6666667,0.008333333,0.025,0,0,May,Android,Chrome,North America,,Returning,FALSE,No
f8BoZcoNEK5ThxxV,3,1,7,0,0,28,471,0.02962963,0.066666667,0,1,May,Android,Chrome,Oceania,3,Returning,TRUE,No
UT0He9K9jIgX3IYb,1,4,118.4545455,0,0,112,7968.903361,0.003093259,0.036793698,0,0.8,May,Android,Chrome,North America,1,Returning,FALSE,No
5HV3Yl8IqDOM9wxy,4,0,0,0,0,8,105,0,0.0125,0,0,May,MacOS,Safari,North America,3,Returning,FALSE,No
ZlTk4xlfk22B1Mam,4,0,0,0,0,26,2607.5,0.024,0.050933333,0,0,May,Windows,Safari,Europe,3,Returning,FALSE,No
yXlViUw6oUEU6waJ,0,10,156.8333333,2,14,51,865.6722222,0.007407407,0.019191919,0,0,May,Android,Chrome,North America,,Returning,FALSE,No
kablbPJWLqDVO55u,3,0,0,0,0,42,1076.977778,0.01097561,0.029430894,0,0.6,May,Android,Chrome,Oceania,1,Returning,FALSE,No
jlw7r9Qr7UvLBCcd,1,10,290.3333333,0,0,60,2818.094444,0.016666667,0.018387097,,0,May,Windows,Safari,Middle East,2,Returning,FALSE,No
fd3qxt5LCVpdLRjF,1,0,0,0,0,5,234.9666667,0,0.033333333,0,0,May,iOS,,,13,Returning,FALSE,No
gF7Q0nQ8wJ2V7Y7L,1,1,113,0,0,13,935,0,0.027272727,0,0.6,May,Windows,Safari,North America,2,New,FALSE,No
bxCE0ZiBibLbCzxl,0,2,45,0,0,22,1662.733333,0,0.03015873,5.997142857,,May,Android,Chrome,South America,,Returning,TRUE,No
D8tgKsmXZQUT0TXb,3,0,0,0,0,1,0,0.2,0.2,0,0.8,May,iOS,Chrome,North America,2,Returning,FALSE,No
XgvJ6Gfru7YCdkSK,2,2,199,0,0,10,155,0,0.045454545,0,0,May,Android,Chrome,Asia-Pacific,1,Returning,FALSE,No
zWmtXed6QSwAMKfX,0,0,0,0,0,13,436.6,0.002564103,0.082692308,0,0.6,May,Windows,Samsung Internet,North America,4,Returning,FALSE,No
6hwAhmLJUtr61EUS,2,0,0,0,0,6,80,0.1,0.133333333,0,1,May,Windows,Safari,North America,3,Returning,TRUE,No
U8pZuoJaRHGpcMdX,4,2,26.5,0,0,47,716.625,0,0.009574468,0,0,May,Android,Edge,Middle East,5,New,FALSE,No
LHMYWbiS1NDUdSFo,2,,,0,0,32,1223.416667,0,0.010784314,215.0094118,0,May,iOS,Chrome,South America,2,Returning,FALSE,Yes
LaBmY3fT3MvEd2nW,1,2,161,0,0,28,1286.75,0,0.007692308,0,0,May,Windows,Chrome,Middle East,4,Returning,TRUE,No
3jsuQzvvkrLQFqMo,3,,,0,0,2,83,0,0.05,0,,May,Windows,Chrome,Europe,4,New,FALSE,No
K4ELGU3mfsd7nH7w,4,0,0,0,0,35,897.6666667,0.011764706,0.017016807,5.220705882,0,May,iOS,Chrome,Europe,3,Returning,FALSE,Yes
a1GFCDBOEBeHAokn,2,,,2,12,22,2178.672222,0.01382716,0.032020784,15.0047619,0,May,Windows,Chrome,Europe,13,Returning,FALSE,No
4gOJZOVxOAPkyDAw,,5,88,0,0,34,3195.828571,0.002564103,0.015897436,0,0,May,Android,Chrome,Asia-Pacific,2,Returning,FALSE,No
kB0m9j1fFLcYZXM4,2,0,0,0,0,5,116.5,0,0.05,0,0,May,,Chrome,North America,5,New,FALSE,No
flFaJWL45DRRIq0B,2,5,72.425,2,72,33,1143.657143,0,0.015888889,4.230212245,0,May,Android,Chrome,Europe,1,Returning,TRUE,No
Kocm9svfHTFr1IN6,2,0,0,0,0,1,43,0,0.1,0,0,May,iOS,Chrome,Central America,2,Returning,FALSE,No
skFrYosKWVkNy5JK,3,6,96,4,141.1666667,50,2871.262932,0.001851852,0.008161036,11.80233651,0,May,Windows,Safari,North America,2,Returning,FALSE,No
gJHkuIpXxWM1S98v,4,0,0,0,0,25,417.9666667,0,0.019230769,4.7095,1,May,Android,Chrome,Other,2,Returning,TRUE,Yes
pfQjlk7Vp9AP1PCW,0,0,0,0,0,3,129,0,0.1,0,0,May,Android,Chrome,North America,1,Returning,TRUE,No
XNBxaPWHb85TbvAd,4,2,65,0,0,13,1248,0,0.020512821,0,0,May,Windows,Chrome,Central America,6,Returning,FALSE,No
nVhWkQqGYvZltNmw,4,1,0,0,0,,,0,0.022222222,0,0,May,iOS,Chrome,North America,13,Returning,FALSE,No
534gfC2jFnDXrf7D,1,2,97,0,0,23,418.2333333,0,0.008,0,0,May,Windows,Safari,North America,2,Returning,FALSE,No
ykmc60NH9QdSxwW0,1,0,0,0,0,8,370,0,0.025,0,0,May,Android,Chrome,Asia-Pacific,14,Returning,TRUE,No
HiGtsFPQlPzPCNE2,0,5,52,0,0,21,743.9166667,0.004,0.016,0,0,May,Android,Chrome,North America,4,Returning,FALSE,No
FfiFVS9dStWSGsqZ,1,0,0,0,0,1,0,0.2,0.2,0,0,May,Android,Chrome,Asia-Pacific,6,Returning,FALSE,No
qUNusdmuFez5etm5,,0,0,1,113,27,3178.583333,0.025,0.04047619,0,0,May,Android,Chrome,North America,3,Returning,FALSE,No
M4keo1EN1MBOd7Ad,3,,,0,0,17,463.6666667,0,0.024444444,0,0,May,Android,Chrome,,4,Returning,TRUE,No
b5KToCF20k56PioS,0,0,0,0,0,23,178.6,0.086956522,0.092753623,0,0.6,May,,Chrome,Europe,3,Returning,FALSE,No
RfuubUhO8NdQwrO7,1,0,0,0,0,1,0,0.2,0.2,0,0,May,ChromeOS,Chrome,Asia-Pacific,5,Returning,FALSE,No
QeJzUiLvSWd2Sl29,,0,0,0,0,8,24,0.15,0.175,0,0.4,May,Android,Chrome,North America,3,Returning,FALSE,No
kBgmKX3ekW7tGFQC,4,0,0,0,0,12,689.75,0,0.083333333,0,0,May,Android,Edge,Asia-Pacific,4,,FALSE,No
sQCyb9yXG9cgLc8c,,0,0,0,0,0,0,0.2,0.2,0,0,May,iOS,Chrome,Asia-Pacific,18,Returning,TRUE,No
QHE2RihjmSWABDp0,3,0,0,0,0,39,963.1666667,0.005405405,0.028828829,9.922972973,0.6,May,Android,Samsung Internet,Europe,3,Returning,FALSE,No
kKR2hoQWsw3Svk9f,1,0,0,0,0,6,387,0.133333333,0.166666667,0,0,May,Android,Chrome,Asia-Pacific,3,Returning,FALSE,No
AZy5Q3rKWCtvnn6E,1,0,0,0,0,1,0,0.2,0.2,0,0,May,iOS,Chrome,Asia-Pacific,,Returning,FALSE,No
TGjycXD7MaMdBni1,2,3,91.83333333,0,0,11,534,0.015384615,0.015384615,44.29661538,0,May,Windows,Safari,North America,,New,FALSE,Yes
ay4eM7gaf8zlJvEy,,0,0,0,0,1,0,0.2,0.2,0,0,May,iOS,Chrome,South America,2,Returning,TRUE,No
38z6qF3mQc85zpft,0,0,0,0,0,26,338.2333333,0.024871795,0.078269231,0,0,May,Android,Chrome,Europe,2,Returning,TRUE,No
3c0ShBZNE7jAN5Qf,4,,,0,0,20,255.75,0,0.028421053,0,0,May,Android,Chrome,North America,4,Returning,FALSE,No
upYhSgeG0PiEuUUY,3,0,0,0,0,9,228.5,0.022222222,0.044444444,0,0.2,May,iOS,Chrome,Asia-Pacific,3,,FALSE,No
L4bCVhoqHZEwiKo3,4,6,450.4,0,0,6,72.9,0,0.028571429,0,0,May,Android,Chrome,Other,5,New,FALSE,No
siQUh5Xb8ac58qdM,0,1,22,0,0,26,982.8333333,0,0.008,0,0,May,Android,Chrome,North America,1,New,TRUE,No
XnsfZ6mNwME3qntU,0,0,0,0,0,22,473.5,0,0.022727273,0,0.6,May,iOS,Vivaldi,Asia-Pacific,,Returning,FALSE,No
7SH95vRSUBmdgsBl,1,2,26,0,0,4,636,0,0.025,0,0.2,May,iOS,Chrome,North America,19,Returning,FALSE,No
LdLPSdsWhJhRyjjw,1,2,14,0,0,58,1806.504167,0.013793103,0.026819923,0,0.8,May,Android,Chrome,,6,Returning,FALSE,No
QAA1qOmJiPKLThUN,1,0,0,0,0,6,21,0,0.033333333,0,0,May,Android,Chrome,Middle East,3,Returning,FALSE,No
shkLDf0DpVusnpTl,1,0,0,0,0,40,1111.245175,0.01475,0.020429089,0,0,May,iOS,Chrome,North America,2,Returning,FALSE,No
tLm4dAd7uuIjE70a,2,0,0,0,0,11,1055.5,0.018181818,0.042424242,0,0,May,Android,Chrome,Central America,18,Returning,FALSE,No
AJ1FyK46pAWqwWme,1,0,0,0,0,7,59,0,0.028571429,0,0,May,Android,Chrome,Europe,3,Returning,FALSE,No
44I72wwN3RN4kfB5,,0,0,0,0,2,23,0,0.1,0,0.8,May,Android,Chrome,North America,4,Returning,FALSE,No
gic7zu5YbMkSnXJp,1,0,0,0,0,5,25,0.12,0.16,0,0.6,May,iOS,Chrome,North America,3,Returning,FALSE,No
0dqP74JmMCDQ6bLY,1,10,166.9318182,2,246,51,2697.487879,0.004310345,0.017471264,3.099,0.6,May,Android,,Europe,,Returning,FALSE,No
sKiTiS7RNhhEzHgT,4,0,0,0,0,1,0,0.2,0.2,0,0,May,Windows,Safari,Africa,3,New,FALSE,No
m3M7CYkN7yiGIEx6,2,0,0,0,0,3,115,0,0.066666667,0,0,May,Android,Chrome,Middle East,13,Returning,FALSE,No
QE68eNe02SL9o46a,3,0,0,0,0,15,272.3333333,0.013333333,0.02,0,1,May,Windows,Safari,North America,3,Returning,TRUE,No
zHdrU5RFKmhOIxqa,2,0,0,0,0,1,0,0.2,0.2,0,0,May,Android,Edge,Other,3,Returning,FALSE,No
Fx26dNCAPgbAycu4,2,1,69.5,0,0,16,895.8095238,0,0.004444444,32.14213333,0.6,May,iOS,Chrome,Europe,6,Returning,FALSE,Yes
GuCVkl2uVEcJoyWm,3,0,0,0,0,16,200,0.034375,0.072115385,0,0.8,May,Android,Chrome,North America,,Returning,FALSE,No
NfsISsUQAmG0V1Cq,4,10,198.4,2,114,26,607.9777778,0,0.016666667,4.9872375,0,May,Android,Chrome,North America,2,Returning,FALSE,No
7c0fS9IWsfLtCQAN,4,4,135.6666667,0,0,28,615.8166667,0.007407407,0.016049383,0,0,May,Windows,Safari,North America,4,Returning,FALSE,No
KOTGZdIUm0RmAeBy,0,0,0,0,0,1,0,0.2,0.2,0,0.8,May,Android,,Asia-Pacific,1,Returning,FALSE,No
C0PU1yQe3foF0Xq4,4,0,0,0,0,6,1133.666667,0.028205128,0.038562092,0,0.2,May,iOS,Chrome,North America,1,Returning,FALSE,No
BHdcrSKfgQUhn5DU,1,0,0,0,0,,,0.04,0.093333333,0,0.6,May,Windows,Safari,North America,1,Returning,FALSE,No
Sbs42U7IqlOtXFjo,,0,0,0,0,30,2759.833333,0.025,0.064880952,0,0,May,Android,Chrome,Middle East,13,Returning,FALSE,No
B9ufVyVEidi2XEC6,4,0,0,0,0,42,1433.083333,0.005,0.02575,0,0.4,May,Android,Chrome,North America,11,Returning,FALSE,No
92W0oJSJ6kXRGUQT,,5,95.325,0,0,15,743.6666667,0.01,0.03,19.4281,0,May,Android,Chrome,North America,,Returning,FALSE,Yes
v4xRbNZFjfueqhwv,,0,0,0,0,16,680.75,0,0.014285714,0,0,May,Android,Chrome,North America,2,Returning,FALSE,No
KsRXmgAuAsD0hnld,4,0,0,0,0,11,118.6666667,0.027272727,0.06969697,0,0,May,Android,Chrome,Europe,3,Returning,FALSE,No
ymkApLEMJVZoFhVB,0,1,16,0,0,7,136,0,0.00952381,0,0,May,Android,Opera,Asia-Pacific,2,Returning,FALSE,No
lLQsFKeWSM95fak7,1,1,0,0,0,19,2236.9,0,0.027777778,19.59533333,0,May,MacOS,Safari,Europe,4,Returning,TRUE,Yes
O6QeFTZDuTTWIe1a,0,0,0,0,0,29,2841,,0.024137931,0,0.8,May,Android,Chrome,Oceania,4,Returning,FALSE,No
ffA37cxVVtfrGSWd,1,0,0,0,0,2,15,0,0.1,0,0,May,,Samsung Internet,Oceania,3,Returning,FALSE,No
bjcyrkogImpIprzj,4,6,40.16666667,0,0,41,895.8333333,0.057142857,0.073412698,0,0,May,Android,Chrome,Middle East,4,Returning,FALSE,No
zzC2yDAKyfb9nmMQ,2,10,299.6031746,2,166,86,2559.541228,0.008333333,0.008587569,2.087782738,0,May,iOS,Chrome,Oceania,5,Returning,FALSE,No
yqGhLeWuOJSavzly,0,4,454,3,584,25,1161.767949,0.018070818,0.043950617,3.919126984,0,May,Windows,Safari,Oceania,2,Returning,TRUE,No
ObucBgBxE7emf0IR,0,0,0,0,0,,,0.023529412,0.052941176,0,0.8,May,Android,Vivaldi,Other,11,Returning,FALSE,No
mNkaJikFQ0IT2N6X,3,5,54,0,0,,,0.028571429,0.057142857,0,0.8,May,Android,Chrome,,4,New,FALSE,No
gBTwuPERT7kpNT03,1,1,21,0,0,11,385,0,0.02,0,0.6,May,Android,Chrome,Asia-Pacific,2,,FALSE,No
vwRrPI2fXd3uhhRR,1,0,0,0,0,29,582,0.006896552,0.020689655,0,0,May,Android,Chrome,Africa,4,Returning,FALSE,No
4uGy5MD75NoGntdY,3,8,103.5,0,0,64,1550.211111,0,0.016086957,7.868950242,0,May,Android,Chrome,Europe,14,Returning,TRUE,No
0F17ZAIxJqTCMCss,4,3,45.5,0,0,43,1738.25,0.006349206,0.03537415,0,0,May,Android,Firefox,Oceania,3,Returning,FALSE,No
DrZd5AO5zFqe1ESh,2,2,114,0,0,17,176.6666667,0.078947368,0.093859649,0,0,May,iOS,Chrome,Middle East,3,Returning,FALSE,No
1Jz1hUdxL6yrG2or,3,0,0,0,0,2,3,0.1,0.15,0,0.8,May,Android,Chrome,South America,2,Returning,FALSE,No
5nxSwdsXi5EN51d1,1,10,150,0,0,24,304.5230769,0,0.007993197,0,0,May,Windows,Safari,Asia-Pacific,2,Returning,FALSE,No
9MYTuQGowhXVFTHc,3,0,0,0,0,9,268.5,0.055555556,0.1,0,0.8,May,Android,Chrome,North America,6,Returning,FALSE,No
JFiR2zvXnQE5mut5,3,2,11,0,0,14,101.25,0,0.014285714,0,0.8,May,Android,Chrome,Asia-Pacific,2,Returning,FALSE,No
2Zx5xps3bGC260V4,1,8,245.3333333,4,168.5,14,361.5,0.009090909,0.009090909,0,0,May,Windows,,Asia-Pacific,3,Returning,FALSE,No
dZ9iPxos7J4F1xZV,2,0,0,0,0,1,0,0.2,0.2,0,0,May,Android,Chrome,North America,1,Returning,FALSE,No
GOCpBmUKrb0pWmxM,0,3,42,0,0,41,492.6833333,0,0.003571429,0,0,May,iOS,Chrome,,2,Returning,TRUE,No
Z0YvQGPpfVTl0rBF,,6,61.66666667,0,0,18,397.6666667,0,0.011904762,12.55885714,0,May,Android,Chrome,North America,4,Returning,FALSE,Yes
Nx7EMQA3NnIatKOb,,0,0,0,0,5,73,0.04,0.08,0,0.4,May,Android,Chrome,North America,3,Returning,FALSE,No
al47beGesPGuy6mm,,0,0,0,0,2,0,0.2,0.2,0,0,May,Windows,Safari,Asia-Pacific,11,,TRUE,No
RsF4tBZAutDdqgzD,4,0,0,0,0,,,0,0.01840796,0,0.8,May,Android,Chrome,Middle East,4,Returning,FALSE,No
lbE8THthllhMQ8qM,4,1,114,1,173,36,2542.333333,0.042592593,0.059814815,33.44055556,0,May,Android,Chrome,Oceania,1,Returning,TRUE,No
asfKj7ioC305CXw0,1,8,79.16666667,2,45,62,3657.101515,,0.020897436,9.027320816,0,May,Android,Vivaldi,South America,4,Returning,FALSE,Yes
QIY6ihxDalxeb5cF,,0,0,0,0,10,60,0,0.04,0,0,May,Android,Chrome,Africa,4,Returning,FALSE,No
odIFS5YWwtXF6FFl,,0,0,0,0,18,920,0.122222222,0.144444444,0,1,May,iOS,Chrome,Oceania,4,Returning,TRUE,No
YT93yL4YP8iquhJM,2,3,275,2,97,34,670.422619,0.010810811,0.029597244,0,0,May,iOS,Chrome,South America,2,Returning,FALSE,No
kp1xdqOlTlAisz9x,0,,,0,0,83,2101.466667,0,0.001190476,0,0,May,Android,Chrome,North America,4,New,FALSE,No
9yCOSs3vYYFjdNln,0,0,0,0,0,1,0,0.2,0.2,0,0,May,Windows,Safari,Europe,3,New,FALSE,No
YuYMbFanhCqxJW7U,3,,,0,0,,,0.05,0.072916667,0,0,May,Windows,Safari,North America,4,Returning,FALSE,No
L9j7cpLXNXbGIhgL,3,0,0,0,0,2,3,0.1,0.15,0,0,May,Android,Chrome,South America,13,Returning,FALSE,No
nBYhL8cUcOMxoa3r,1,0,0,0,0,7,82,0,0.057142857,0,0,May,MacOS,Safari,North America,3,Returning,FALSE,No
kS3ploq4vuyzhxoE,0,4,61,0,0,16,502.5,0,0.00952381,71.944,0,May,MacOS,Safari,Europe,3,Returning,TRUE,Yes
pAo9c4cBbAcnKVyk,1,0,0,0,0,5,465.5,0.12,0.16,0,,May,Windows,Safari,South America,3,Returning,FALSE,No
zB9y1PsUbYxCeKHG,1,12,155.6,6,282,52,1283.052597,0.024747475,0.039201413,12.07468889,0,May,Windows,Safari,Asia-Pacific,2,,FALSE,No
DPkenIBKRv8KcTsm,1,0,0,0,0,23,226.2564103,0.008695652,0.010434783,0,0.6,May,MacOS,Chrome,North America,3,Returning,FALSE,No
iGk6pig38UQpB8v6,2,10,259.1666667,0,0,46,1535.242063,0.021938776,0.031768707,9.001857143,0.4,May,Windows,Safari,Asia-Pacific,4,Returning,FALSE,No
tgCEKfc7y1nduLvv,1,3,6,0,0,24,762.3333333,0.030769231,0.058974359,0,0.2,May,Android,Chrome,North America,3,Returning,FALSE,No
HFaD0AeiX05tTV9C,1,0,0,0,0,3,0,0.2,0.2,0,0.8,May,iOS,Chrome,North America,3,Returning,FALSE,No
KRxDWz0k8EbqyIqE,1,0,0,0,0,16,177.5,0.025,0.0875,0,0.6,May,MacOS,,North America,6,Returning,FALSE,No
87wnSmJvsSRrsCX7,0,0,0,0,0,7,80,0.028571429,0.057142857,0,0,May,Android,Chrome,,3,Returning,TRUE,No
3gDKfCA8Xl1iYwuy,4,0,0,0,0,34,1266.333333,0.005882353,0.026470588,0,0.4,May,Android,Chrome,Asia-Pacific,4,Returning,FALSE,No
3H8QIXagsRwkjMMs,2,6,86.5,1,2,39,1050.708333,0.021162791,0.018042396,13.40298256,,May,iOS,Chrome,Middle East,3,Returning,FALSE,Yes
D5ukGIsqd4EWcb5z,4,9,299.0833333,1,0,14,212.8333333,0.010526316,0.033684211,0,0,May,iOS,Chrome,North America,11,Returning,TRUE,No
5P0Nci7mZ5m4wHc5,3,0,0,0,0,35,1386.716667,0.02,0.039269841,14.96432,0,May,Windows,UC Browser,,20,Returning,TRUE,Yes
84JEICTfWRqWJu8x,3,0,0,0,0,1,0,0.2,0.2,0,1,May,MacOS,Safari,Europe,3,Returning,TRUE,No
8qwrIIJmltRwTgN5,4,0,0,0,0,27,2514.25,0,0.006666667,31.40784,0,May,Android,Chrome,Asia-Pacific,5,New,FALSE,Yes
TEnuplN5Ax7dl6sF,0,0,0,0,0,8,125,0,0.025,0,0,May,Android,Chrome,North America,1,Returning,TRUE,No
FmS3WJ1TnsvLWE2R,0,2,166,2,55,10,1968.25,0.014285714,0.021428571,0,0,May,Windows,Safari,North America,6,New,TRUE,No
